layout_name,word_count,total_frequency,sequence_count,collision_count,collision_group_count,collided_word_count,collided_frequency,weighted_collision_score,weighted_collision_pairs,high_frequency_word_collision_count,average_candidate_ambiguity,first_2_character_ambiguity,first_3_character_ambiguity,channel_load_distribution,channel_entropy,entropy_balance_score,pinky_burden,ring_burden,core_channel_burden,hand_alternation_rate,score
qwerty_derived,99,197103995034,91,8,8,16,28783111733,206419932.5359618,40686193357486832790,16,1.1460300778177275,4.818465279819276,1.858660370023477,"{""0"": 50195445415, ""1"": 42335392955, ""2"": 85242815572, ""3"": 136294950538, ""4"": 0, ""5"": 0, ""6"": 129177772585, ""7"": 40485422865, ""8"": 75818574110, ""9"": 3127722623}",0.8102736993895826,0.8102736993895826,0.09476673848553303,0.2099850123289319,0.6952482491855351,0.6399813714797365,31013520137.264393
random_seed_42,99,197103995034,93,6,6,12,38122893011,146802966.74569267,28935451228419474128,12,1.1934151208067796,4.285734312788967,1.8764166015569692,"{""0"": 14126753895, ""1"": 85981611763, ""2"": 49239802523, ""3"": 115135491740, ""4"": 85475785776, ""5"": 57986262265, ""6"": 32668223166, ""7"": 27073466330, ""8"": 15679443706, ""9"": 79311255499}",0.9228914905408747,0.9228914905408747,0.16605943957680305,0.18067356108565036,0.6532669993375466,0.5391069871355622,40295244085.673416
frequency_static,99,197103995034,96,3,3,6,29387577476,308039737.6071921,60715862911602659621,6,1.1490968129333488,3.44746560467121,1.7466943950355365,"{""0"": 76198125834, ""1"": 74168042553, ""2"": 62747166498, ""3"": 67136762086, ""4"": 55601158298, ""5"": 68822924522, ""6"": 36746959784, ""7"": 56355091162, ""8"": 39039150107, ""9"": 25862715819}",0.9802862282495087,0.9802862282495087,0.18138406712164315,0.20119353024648162,0.6174224026318752,0.6872709369548763,31567996166.590958
frequency_corpus,99,197103995034,96,3,3,6,6544072204,21753969.274378587,4287794251826905796,6,1.033201113974738,3.290311429446823,1.6771968192830151,"{""0"": 69982988219, ""1"": 64940046325, ""2"": 63138188355, ""3"": 53323168038, ""4"": 52482878089, ""5"": 52083685960, ""6"": 51578666361, ""7"": 51590871190, ""8"": 52025041630, ""9"": 51532562496}",0.9971222588569502,0.9971222588569502,0.2159592694929056,0.20787211844333245,0.5761686120637619,0.4861570075780813,8772164353.674934
optimized_greedy,99,197103995034,99,0,0,0,0,0.0,0,0,1.0,3.4517989122322907,1.6200177822977124,"{""0"": 10878527785, ""1"": 7120439183, ""2"": 64940046325, ""3"": 133121176574, ""4"": 59448207683, ""5"": 87805451450, ""6"": 88400882786, ""7"": 80428413807, ""8"": 15278297830, ""9"": 15256653240}",0.8745543587377299,0.8745543587377299,0.046447837902339605,0.03980737324917605,0.9137447888484843,0.6783221002062599,1213505057.0663931
